S.No,Date,Open,High,Low,LTP,% Change,Qty,Turnover
6179,8/10/20,572,597,566,591,3.32,"210,854",123153744.00
6180,8/9/20,575,580,563,572,-0.52,"156,684",89114880.00
6181,8/6/20,575,585,565,575,-0.17,"206,694",118115184.00
6182,8/5/20,588,590,576,576,-2.21,"234,516",136119904.00
6183,8/3/20,590,594,575,589,0.51,"171,630",100417640.00
6184,8/2/20,610,610,584,586,-2.17,"382,259",226517072.00
6185,7/30/20,595,615,576,599,2.57,"382,720",229155056.00
6186,7/29/20,567,588,557,584,3.18,"272,601",157100112.00
6187,7/28/20,562,569,555,566,0.71,"183,834",103576160.00
6188,7/27/20,559,575,553,562,2.37,"264,209",148861184.00
6189,7/26/20,520,552,520,549,0.73,"373,050",199452912.00
6190,7/23/20,535,547,520,545,1.87,"212,889",113239680.00
6191,7/22/20,560,561,528,535,-3.95,"301,663",162376272.00
6192,7/21/20,565,567,550,557,-1.42,"223,552",124291832.00
6193,7/20/20,598,618,537,565,-0.88,"309,752",176382800.00
6194,7/19/20,547,573,547,570,9.4,"44,436",25371292.00
6195,7/16/20,529,529,503,521,3.37,"182,560",94172560.00
6196,7/15/20,500,510,500,504,0.8,"193,037",97362528.00
6197,7/14/20,505,510,497,500,-1.57,"221,004",111012240.00
6198,7/13/20,512,517,501,508,-0.2,"202,660",102812352.00
6199,7/12/20,504,535,501,509,0.99,"279,522",143448464.00
6200,7/9/20,515,516,486,504,-0.79,"302,571",151845824.00
6201,7/8/20,508,532,480,508,4.96,"501,457",255799680.00
6202,7/7/20,462,484,453,484,10,"189,080",91267080.00
6203,7/6/20,400,440,400,440,10,"337,293",145331376.00
6204,7/5/20,380,415,370,400,4.44,"384,082",151241984.00
6205,7/2/20,396,415,368,383,1.32,"152,449",60682124.00
6206,7/1/20,327,378,315,378,9.88,"41,011",14761825.00
6207,6/30/20,363,363,344,344,-9.95,"20,380",7016590.00
6208,6/29/20,424,432,382,382,-9.91,"9,779",3761368.00
6209,11/22/20,1150,1201,1108,1138,2.52,"504,782",580058318.00
6210,11/19/20,1037,1118,1037,1110,7.04,"377,799",410845310.00
6211,11/18/20,983,1044,961,1037,5.49,"337,844",336259920.00
6212,11/12/20,964,991,960,983,1.97,"337,190",329605240.00
6213,11/11/20,961,977,951,964,0.31,"156,439",151071432.00
6214,11/10/20,1000,1000,951,961,-0.83,"292,752",285332151.00
6215,11/9/20,904,973,900,969,8.39,"583,920",550181485.00
6216,11/8/20,858,905,858,894,4.2,"291,323",259202482.00
6217,11/5/20,859,865,856,858,-0.35,"81,104",69705953.00
6218,11/4/20,862,863,858,861,-0.23,"38,848",33451817.00
6219,11/3/20,862,869,857,863,0.23,"47,681",41209073.00
6220,11/2/20,858,868,850,861,0.35,"68,958",59474517.00
6221,11/1/20,865,869,858,858,-0.81,"38,398",33045165.00
6222,10/29/20,875,881,861,865,-0.23,"51,890",45237063.00
6223,10/28/20,851,869,850,867,1.29,"52,226",44678831.00
6224,10/22/20,865,865,853,856,-0.12,"38,551",32971137.00
6225,10/21/20,855,863,852,857,0.12,"29,569",25405072.00
6226,10/20/20,896,896,850,856,0.23,"25,869",22074942.00
6227,10/19/20,850,858,848,854,0.47,"33,366",28453773.00
6228,10/18/20,854,854,848,850,-0.47,"57,070",48531217.00
6229,10/15/20,855,869,850,854,0.23,"86,805",74084223.00
6230,10/14/20,855,858,851,852,-0.47,"62,327",53181854.00
6231,10/13/20,860,865,855,856,-0.47,"73,770",63289400.00
6232,10/12/20,858,865,857,860,-0.12,"61,915",53276432.00
6233,10/11/20,868,877,856,861,-0.81,"66,945",57928083.00
6234,10/8/20,865,887,865,868,-0.57,"72,675",63332030.00
6235,10/7/20,920,920,870,873,-0.46,"78,553",68569172.00
6236,10/6/20,885,895,875,877,-1.13,"71,469",62902371.00
6237,10/5/20,891,908,885,887,-0.45,"166,071",149100463.00
6238,10/4/20,863,898,863,891,3.24,"234,510",208153684.00
6239,10/1/20,850,870,850,863,1.41,"97,600",84173747.00
6240,9/30/20,860,860,846,851,-0.23,"132,294",112435136.00
6241,9/29/20,856,856,851,853,-0.35,"91,565",78161176.00
6242,9/28/20,850,867,850,856,-0.47,"74,520",64033445.00
6243,9/27/20,870,875,860,860,-0.46,"104,161",90001415.00
6244,9/24/20,870,870,861,864,-0.58,"108,550",93824698.00
6245,9/23/20,819,870,819,869,0.81,"101,235",87323701.00
6246,9/22/20,862,870,855,862,0,"144,853",124476823.00
6247,9/21/20,900,900,845,862,0.47,"172,562",149036929.00
6248,9/20/20,900,900,858,858,-2.05,"188,349",162940197.00
6249,9/17/20,885,897,873,876,-0.9,"170,721",149806832.00
6250,9/16/20,880,890,873,884,0.34,"109,028",96196246.00
6251,9/15/20,908,908,874,881,-0.11,"148,938",131382850.00
6252,9/14/20,942,942,882,882,-1.78,"229,562",204308671.00
6253,9/13/20,925,925,895,898,0.34,"269,175",243165063.00
6254,9/10/20,900,918,891,895,0.45,"193,377",174234530.00
6255,9/9/20,865,899,857,891,3.73,"253,259",223122288.00
6256,9/8/20,856,870,837,859,0.35,"324,098",275539970.00
6257,9/7/20,871,880,854,856,-1.72,"329,704",284037071.00
6258,9/6/20,933,933,860,871,-2.02,"455,128",401301091.00
6259,9/3/20,920,920,856,889,-1.33,"466,323",415707246.00
6260,9/2/20,889,931,887,901,6.38,"732,871",674242254.00
6261,8/31/20,775,847,775,847,10,"346,675",287457233.00
6262,8/30/20,709,775,693,770,8.6,"478,389",344209981.00
6263,8/27/20,710,722,700,709,-0.42,"325,117",231294329.00
6264,8/26/20,673,726,671,712,5.95,"492,948",349254823.00
6265,8/25/20,624,679,623,672,7.69,"443,243",287405902.00
6266,8/24/20,596,624,596,624,4.7,"351,252",216040975.00
6267,8/23/20,583,599,581,596,2.23,"113,089",66811330.00
6268,8/20/20,579,585,575,583,0.69,"39,562",23017814.00
6269,8/19/20,585,587,578,579,-1.86,"117,221",68180359.00
6270,8/18/20,589,595,585,590,0.34,"108,326",63932746.00
6271,8/17/20,570,590,570,588,2.26,"112,845",65830289.00
6272,8/16/20,575,584,571,575,-0.86,"133,967",77110577.00
6273,8/13/20,588,588,580,580,-1.36,"123,499",71937184.00
6274,8/12/20,616,616,584,588,0.17,"102,692",60381444.00
6275,8/11/20,590,599,585,587,-0.68,"204,932",121607808.00
6276,8/10/20,572,597,566,591,3.32,"210,854",123153744.00
6277,8/9/20,575,580,563,572,-0.52,"156,684",89114880.00
6278,8/6/20,575,585,565,575,-0.17,"206,694",118115184.00
6279,8/5/20,588,590,576,576,-2.21,"234,516",136119904.00
6280,8/3/20,590,594,575,589,0.51,"171,630",100417640.00
6281,8/2/20,610,610,584,586,-2.17,"382,259",226517072.00
6282,7/30/20,595,615,576,599,2.57,"382,720",229155056.00
6283,7/29/20,567,588,557,584,3.18,"272,601",157100112.00
6284,7/28/20,562,569,555,566,0.71,"183,834",103576160.00
6285,7/27/20,559,575,553,562,2.37,"264,209",148861184.00
6286,7/26/20,520,552,520,549,0.73,"373,050",199452912.00
6287,7/23/20,535,547,520,545,1.87,"212,889",113239680.00
6288,7/22/20,560,561,528,535,-3.95,"301,663",162376272.00
6289,7/21/20,565,567,550,557,-1.42,"223,552",124291832.00
6290,7/20/20,598,618,537,565,-0.88,"309,752",176382800.00
6291,7/19/20,547,573,547,570,9.4,"44,436",25371292.00
6292,7/16/20,529,529,503,521,3.37,"182,560",94172560.00
6293,7/15/20,500,510,500,504,0.8,"193,037",97362528.00
6294,7/14/20,505,510,497,500,-1.57,"221,004",111012240.00
6295,7/13/20,512,517,501,508,-0.2,"202,660",102812352.00
6296,7/12/20,504,535,501,509,0.99,"279,522",143448464.00
6297,7/9/20,515,516,486,504,-0.79,"302,571",151845824.00
6298,7/8/20,508,532,480,508,4.96,"501,457",255799680.00
6299,7/7/20,462,484,453,484,10,"189,080",91267080.00
6300,7/6/20,400,440,400,440,10,"337,293",145331376.00
6301,7/5/20,380,415,370,400,4.44,"384,082",151241984.00
6302,7/2/20,396,415,368,383,1.32,"152,449",60682124.00
6303,7/1/20,327,378,315,378,9.88,"41,011",14761825.00
6304,6/30/20,363,363,344,344,-9.95,"20,380",7016590.00
6305,6/29/20,424,432,382,382,-9.91,"9,779",3761368.00
6306,11/22/20,1150,1201,1108,1138,2.52,"504,782",580058318.00
6307,11/19/20,1037,1118,1037,1110,7.04,"377,799",410845310.00
6308,11/18/20,983,1044,961,1037,5.49,"337,844",336259920.00
6309,11/12/20,964,991,960,983,1.97,"337,190",329605240.00
6310,11/11/20,961,977,951,964,0.31,"156,439",151071432.00
6311,11/10/20,1000,1000,951,961,-0.83,"292,752",285332151.00
6312,11/9/20,904,973,900,969,8.39,"583,920",550181485.00
6313,11/8/20,858,905,858,894,4.2,"291,323",259202482.00
6314,11/5/20,859,865,856,858,-0.35,"81,104",69705953.00
6315,11/4/20,862,863,858,861,-0.23,"38,848",33451817.00
6316,11/3/20,862,869,857,863,0.23,"47,681",41209073.00
6317,11/2/20,858,868,850,861,0.35,"68,958",59474517.00
6318,11/1/20,865,869,858,858,-0.81,"38,398",33045165.00
6319,10/29/20,875,881,861,865,-0.23,"51,890",45237063.00
6320,10/28/20,851,869,850,867,1.29,"52,226",44678831.00
6321,10/22/20,865,865,853,856,-0.12,"38,551",32971137.00
6322,10/21/20,855,863,852,857,0.12,"29,569",25405072.00
6323,10/20/20,896,896,850,856,0.23,"25,869",22074942.00
6324,10/19/20,850,858,848,854,0.47,"33,366",28453773.00
6325,10/18/20,854,854,848,850,-0.47,"57,070",48531217.00
6326,10/15/20,855,869,850,854,0.23,"86,805",74084223.00
6327,10/14/20,855,858,851,852,-0.47,"62,327",53181854.00
6328,10/13/20,860,865,855,856,-0.47,"73,770",63289400.00
6329,10/12/20,858,865,857,860,-0.12,"61,915",53276432.00
6330,10/11/20,868,877,856,861,-0.81,"66,945",57928083.00
6331,10/8/20,865,887,865,868,-0.57,"72,675",63332030.00
6332,10/7/20,920,920,870,873,-0.46,"78,553",68569172.00
6333,10/6/20,885,895,875,877,-1.13,"71,469",62902371.00
6334,10/5/20,891,908,885,887,-0.45,"166,071",149100463.00
6335,10/4/20,863,898,863,891,3.24,"234,510",208153684.00
6336,10/1/20,850,870,850,863,1.41,"97,600",84173747.00
6337,9/30/20,860,860,846,851,-0.23,"132,294",112435136.00
6338,9/29/20,856,856,851,853,-0.35,"91,565",78161176.00
6339,9/28/20,850,867,850,856,-0.47,"74,520",64033445.00
6340,9/27/20,870,875,860,860,-0.46,"104,161",90001415.00
6341,9/24/20,870,870,861,864,-0.58,"108,550",93824698.00
6342,9/23/20,819,870,819,869,0.81,"101,235",87323701.00
6343,9/22/20,862,870,855,862,0,"144,853",124476823.00
6344,9/21/20,900,900,845,862,0.47,"172,562",149036929.00
6345,9/20/20,900,900,858,858,-2.05,"188,349",162940197.00
6346,9/17/20,885,897,873,876,-0.9,"170,721",149806832.00
6347,9/16/20,880,890,873,884,0.34,"109,028",96196246.00
6348,9/15/20,908,908,874,881,-0.11,"148,938",131382850.00
6349,9/14/20,942,942,882,882,-1.78,"229,562",204308671.00
6350,9/13/20,925,925,895,898,0.34,"269,175",243165063.00
6351,9/10/20,900,918,891,895,0.45,"193,377",174234530.00
6352,9/9/20,865,899,857,891,3.73,"253,259",223122288.00
6353,9/8/20,856,870,837,859,0.35,"324,098",275539970.00
6354,9/7/20,871,880,854,856,-1.72,"329,704",284037071.00
6355,9/6/20,933,933,860,871,-2.02,"455,128",401301091.00
6356,9/3/20,920,920,856,889,-1.33,"466,323",415707246.00
6357,9/2/20,889,931,887,901,6.38,"732,871",674242254.00
6358,8/31/20,775,847,775,847,10,"346,675",287457233.00
6359,8/30/20,709,775,693,770,8.6,"478,389",344209981.00
6360,8/27/20,710,722,700,709,-0.42,"325,117",231294329.00
6361,8/26/20,673,726,671,712,5.95,"492,948",349254823.00
6362,8/25/20,624,679,623,672,7.69,"443,243",287405902.00
6363,8/24/20,596,624,596,624,4.7,"351,252",216040975.00
6364,8/23/20,583,599,581,596,2.23,"113,089",66811330.00
6365,8/20/20,579,585,575,583,0.69,"39,562",23017814.00
6366,8/19/20,585,587,578,579,-1.86,"117,221",68180359.00
6367,8/18/20,589,595,585,590,0.34,"108,326",63932746.00
6368,8/17/20,570,590,570,588,2.26,"112,845",65830289.00
6369,8/16/20,575,584,571,575,-0.86,"133,967",77110577.00
6370,8/13/20,588,588,580,580,-1.36,"123,499",71937184.00
6371,8/12/20,616,616,584,588,0.17,"102,692",60381444.00
6372,8/11/20,590,599,585,587,-0.68,"204,932",121607808.00
6373,8/10/20,572,597,566,591,3.32,"210,854",123153744.00
6374,8/9/20,575,580,563,572,-0.52,"156,684",89114880.00
6375,8/6/20,575,585,565,575,-0.17,"206,694",118115184.00
6376,8/5/20,588,590,576,576,-2.21,"234,516",136119904.00
6377,8/3/20,590,594,575,589,0.51,"171,630",100417640.00
6378,8/2/20,610,610,584,586,-2.17,"382,259",226517072.00
6379,7/30/20,595,615,576,599,2.57,"382,720",229155056.00
6380,7/29/20,567,588,557,584,3.18,"272,601",157100112.00
6381,7/28/20,562,569,555,566,0.71,"183,834",103576160.00
6382,7/27/20,559,575,553,562,2.37,"264,209",148861184.00
6383,7/26/20,520,552,520,549,0.73,"373,050",199452912.00
6384,7/23/20,535,547,520,545,1.87,"212,889",113239680.00
6385,7/22/20,560,561,528,535,-3.95,"301,663",162376272.00
6386,7/21/20,565,567,550,557,-1.42,"223,552",124291832.00
6387,7/20/20,598,618,537,565,-0.88,"309,752",176382800.00
6388,7/19/20,547,573,547,570,9.4,"44,436",25371292.00
6389,7/16/20,529,529,503,521,3.37,"182,560",94172560.00
6390,7/15/20,500,510,500,504,0.8,"193,037",97362528.00
6391,7/14/20,505,510,497,500,-1.57,"221,004",111012240.00
6392,7/13/20,512,517,501,508,-0.2,"202,660",102812352.00
6393,7/12/20,504,535,501,509,0.99,"279,522",143448464.00
6394,7/9/20,515,516,486,504,-0.79,"302,571",151845824.00
6395,7/8/20,508,532,480,508,4.96,"501,457",255799680.00
6396,7/7/20,462,484,453,484,10,"189,080",91267080.00
6397,7/6/20,400,440,400,440,10,"337,293",145331376.00
6398,7/5/20,380,415,370,400,4.44,"384,082",151241984.00
6399,7/2/20,396,415,368,383,1.32,"152,449",60682124.00
6400,7/1/20,327,378,315,378,9.88,"41,011",14761825.00
6401,6/30/20,363,363,344,344,-9.95,"20,380",7016590.00
6402,6/29/20,424,432,382,382,-9.91,"9,779",3761368.00
6403,11/22/20,1150,1201,1108,1138,2.52,"504,782",580058318.00
6404,11/19/20,1037,1118,1037,1110,7.04,"377,799",410845310.00
6405,11/18/20,983,1044,961,1037,5.49,"337,844",336259920.00
6406,11/12/20,964,991,960,983,1.97,"337,190",329605240.00
6407,11/11/20,961,977,951,964,0.31,"156,439",151071432.00
6408,11/10/20,1000,1000,951,961,-0.83,"292,752",285332151.00
6409,11/9/20,904,973,900,969,8.39,"583,920",550181485.00
6410,11/8/20,858,905,858,894,4.2,"291,323",259202482.00
6411,11/5/20,859,865,856,858,-0.35,"81,104",69705953.00
6412,11/4/20,862,863,858,861,-0.23,"38,848",33451817.00
6413,11/3/20,862,869,857,863,0.23,"47,681",41209073.00
6414,11/2/20,858,868,850,861,0.35,"68,958",59474517.00
6415,11/1/20,865,869,858,858,-0.81,"38,398",33045165.00
6416,10/29/20,875,881,861,865,-0.23,"51,890",45237063.00
6417,10/28/20,851,869,850,867,1.29,"52,226",44678831.00
6418,10/22/20,865,865,853,856,-0.12,"38,551",32971137.00
6419,10/21/20,855,863,852,857,0.12,"29,569",25405072.00
6420,10/20/20,896,896,850,856,0.23,"25,869",22074942.00
6421,10/19/20,850,858,848,854,0.47,"33,366",28453773.00
6422,10/18/20,854,854,848,850,-0.47,"57,070",48531217.00
6423,10/15/20,855,869,850,854,0.23,"86,805",74084223.00
6424,10/14/20,855,858,851,852,-0.47,"62,327",53181854.00
6425,10/13/20,860,865,855,856,-0.47,"73,770",63289400.00
6426,10/12/20,858,865,857,860,-0.12,"61,915",53276432.00
6427,10/11/20,868,877,856,861,-0.81,"66,945",57928083.00
6428,10/8/20,865,887,865,868,-0.57,"72,675",63332030.00
6429,10/7/20,920,920,870,873,-0.46,"78,553",68569172.00
6430,10/6/20,885,895,875,877,-1.13,"71,469",62902371.00
6431,10/5/20,891,908,885,887,-0.45,"166,071",149100463.00
6432,10/4/20,863,898,863,891,3.24,"234,510",208153684.00
6433,10/1/20,850,870,850,863,1.41,"97,600",84173747.00
6434,9/30/20,860,860,846,851,-0.23,"132,294",112435136.00
6435,9/29/20,856,856,851,853,-0.35,"91,565",78161176.00
6436,9/28/20,850,867,850,856,-0.47,"74,520",64033445.00
6437,9/27/20,870,875,860,860,-0.46,"104,161",90001415.00
6438,9/24/20,870,870,861,864,-0.58,"108,550",93824698.00
6439,9/23/20,819,870,819,869,0.81,"101,235",87323701.00
6440,9/22/20,862,870,855,862,0,"144,853",124476823.00
6441,9/21/20,900,900,845,862,0.47,"172,562",149036929.00
6442,9/20/20,900,900,858,858,-2.05,"188,349",162940197.00
6443,9/17/20,885,897,873,876,-0.9,"170,721",149806832.00
6444,9/16/20,880,890,873,884,0.34,"109,028",96196246.00
6445,9/15/20,908,908,874,881,-0.11,"148,938",131382850.00
6446,9/14/20,942,942,882,882,-1.78,"229,562",204308671.00
6447,9/13/20,925,925,895,898,0.34,"269,175",243165063.00
6448,9/10/20,900,918,891,895,0.45,"193,377",174234530.00
6449,9/9/20,865,899,857,891,3.73,"253,259",223122288.00
6450,9/8/20,856,870,837,859,0.35,"324,098",275539970.00
6451,9/7/20,871,880,854,856,-1.72,"329,704",284037071.00
6452,9/6/20,933,933,860,871,-2.02,"455,128",401301091.00
6453,9/3/20,920,920,856,889,-1.33,"466,323",415707246.00
6454,9/2/20,889,931,887,901,6.38,"732,871",674242254.00
6455,8/31/20,775,847,775,847,10,"346,675",287457233.00
6456,8/30/20,709,775,693,770,8.6,"478,389",344209981.00
6457,8/27/20,710,722,700,709,-0.42,"325,117",231294329.00
6458,8/26/20,673,726,671,712,5.95,"492,948",349254823.00
6459,8/25/20,624,679,623,672,7.69,"443,243",287405902.00
6460,8/24/20,596,624,596,624,4.7,"351,252",216040975.00
6461,8/23/20,583,599,581,596,2.23,"113,089",66811330.00
6462,8/20/20,579,585,575,583,0.69,"39,562",23017814.00
6463,8/19/20,585,587,578,579,-1.86,"117,221",68180359.00
6464,8/18/20,589,595,585,590,0.34,"108,326",63932746.00
6465,8/17/20,570,590,570,588,2.26,"112,845",65830289.00
6466,8/16/20,575,584,571,575,-0.86,"133,967",77110577.00
6467,8/13/20,588,588,580,580,-1.36,"123,499",71937184.00
6468,8/12/20,616,616,584,588,0.17,"102,692",60381444.00
6469,8/11/20,590,599,585,587,-0.68,"204,932",121607808.00
6470,8/10/20,572,597,566,591,3.32,"210,854",123153744.00
6471,8/9/20,575,580,563,572,-0.52,"156,684",89114880.00
6472,8/6/20,575,585,565,575,-0.17,"206,694",118115184.00
6473,8/5/20,588,590,576,576,-2.21,"234,516",136119904.00
6474,8/3/20,590,594,575,589,0.51,"171,630",100417640.00
6475,8/2/20,610,610,584,586,-2.17,"382,259",226517072.00
6476,7/30/20,595,615,576,599,2.57,"382,720",229155056.00
6477,7/29/20,567,588,557,584,3.18,"272,601",157100112.00
6478,7/28/20,562,569,555,566,0.71,"183,834",103576160.00
6479,7/27/20,559,575,553,562,2.37,"264,209",148861184.00
6480,7/26/20,520,552,520,549,0.73,"373,050",199452912.00
6481,7/23/20,535,547,520,545,1.87,"212,889",113239680.00
6482,7/22/20,560,561,528,535,-3.95,"301,663",162376272.00
6483,7/21/20,565,567,550,557,-1.42,"223,552",124291832.00
6484,7/20/20,598,618,537,565,-0.88,"309,752",176382800.00
6485,7/19/20,547,573,547,570,9.4,"44,436",25371292.00
6486,7/16/20,529,529,503,521,3.37,"182,560",94172560.00
6487,7/15/20,500,510,500,504,0.8,"193,037",97362528.00
6488,7/14/20,505,510,497,500,-1.57,"221,004",111012240.00
6489,7/13/20,512,517,501,508,-0.2,"202,660",102812352.00
6490,7/12/20,504,535,501,509,0.99,"279,522",143448464.00
6491,7/9/20,515,516,486,504,-0.79,"302,571",151845824.00
6492,7/8/20,508,532,480,508,4.96,"501,457",255799680.00
6493,7/7/20,462,484,453,484,10,"189,080",91267080.00
6494,7/6/20,400,440,400,440,10,"337,293",145331376.00
6495,7/5/20,380,415,370,400,4.44,"384,082",151241984.00
6496,7/2/20,396,415,368,383,1.32,"152,449",60682124.00
6497,7/1/20,327,378,315,378,9.88,"41,011",14761825.00
6498,6/30/20,363,363,344,344,-9.95,"20,380",7016590.00
6499,6/29/20,424,432,382,382,-9.91,"9,779",3761368.00
6500,11/22/20,1150,1201,1108,1138,2.52,"504,782",580058318.00
6501,11/19/20,1037,1118,1037,1110,7.04,"377,799",410845310.00
6502,11/18/20,983,1044,961,1037,5.49,"337,844",336259920.00
6503,11/12/20,964,991,960,983,1.97,"337,190",329605240.00
6504,11/11/20,961,977,951,964,0.31,"156,439",151071432.00
6505,11/10/20,1000,1000,951,961,-0.83,"292,752",285332151.00
6506,11/9/20,904,973,900,969,8.39,"583,920",550181485.00
6507,11/8/20,858,905,858,894,4.2,"291,323",259202482.00
6508,11/5/20,859,865,856,858,-0.35,"81,104",69705953.00
6509,11/4/20,862,863,858,861,-0.23,"38,848",33451817.00
6510,11/3/20,862,869,857,863,0.23,"47,681",41209073.00
6511,11/2/20,858,868,850,861,0.35,"68,958",59474517.00
6512,11/1/20,865,869,858,858,-0.81,"38,398",33045165.00
6513,10/29/20,875,881,861,865,-0.23,"51,890",45237063.00
6514,10/28/20,851,869,850,867,1.29,"52,226",44678831.00
6515,10/22/20,865,865,853,856,-0.12,"38,551",32971137.00
6516,10/21/20,855,863,852,857,0.12,"29,569",25405072.00
6517,10/20/20,896,896,850,856,0.23,"25,869",22074942.00
6518,10/19/20,850,858,848,854,0.47,"33,366",28453773.00
6519,10/18/20,854,854,848,850,-0.47,"57,070",48531217.00
6520,10/15/20,855,869,850,854,0.23,"86,805",74084223.00
6521,10/14/20,855,858,851,852,-0.47,"62,327",53181854.00
6522,10/13/20,860,865,855,856,-0.47,"73,770",63289400.00
6523,10/12/20,858,865,857,860,-0.12,"61,915",53276432.00
6524,10/11/20,868,877,856,861,-0.81,"66,945",57928083.00
6525,10/8/20,865,887,865,868,-0.57,"72,675",63332030.00
6526,10/7/20,920,920,870,873,-0.46,"78,553",68569172.00
6527,10/6/20,885,895,875,877,-1.13,"71,469",62902371.00
6528,10/5/20,891,908,885,887,-0.45,"166,071",149100463.00
6529,10/4/20,863,898,863,891,3.24,"234,510",208153684.00
6530,10/1/20,850,870,850,863,1.41,"97,600",84173747.00
6531,9/30/20,860,860,846,851,-0.23,"132,294",112435136.00
6532,9/29/20,856,856,851,853,-0.35,"91,565",78161176.00
6533,9/28/20,850,867,850,856,-0.47,"74,520",64033445.00
6534,9/27/20,870,875,860,860,-0.46,"104,161",90001415.00
6535,9/24/20,870,870,861,864,-0.58,"108,550",93824698.00
6536,9/23/20,819,870,819,869,0.81,"101,235",87323701.00
6537,9/22/20,862,870,855,862,0,"144,853",124476823.00
6538,9/21/20,900,900,845,862,0.47,"172,562",149036929.00
6539,9/20/20,900,900,858,858,-2.05,"188,349",162940197.00
6540,9/17/20,885,897,873,876,-0.9,"170,721",149806832.00
6541,9/16/20,880,890,873,884,0.34,"109,028",96196246.00
6542,9/15/20,908,908,874,881,-0.11,"148,938",131382850.00
6543,9/14/20,942,942,882,882,-1.78,"229,562",204308671.00
6544,9/13/20,925,925,895,898,0.34,"269,175",243165063.00
6545,9/10/20,900,918,891,895,0.45,"193,377",174234530.00
6546,9/9/20,865,899,857,891,3.73,"253,259",223122288.00
6547,9/8/20,856,870,837,859,0.35,"324,098",275539970.00
6548,9/7/20,871,880,854,856,-1.72,"329,704",284037071.00
6549,9/6/20,933,933,860,871,-2.02,"455,128",401301091.00
6550,9/3/20,920,920,856,889,-1.33,"466,323",415707246.00
6551,9/2/20,889,931,887,901,6.38,"732,871",674242254.00
6552,8/31/20,775,847,775,847,10,"346,675",287457233.00
6553,8/30/20,709,775,693,770,8.6,"478,389",344209981.00
6554,8/27/20,710,722,700,709,-0.42,"325,117",231294329.00
6555,8/26/20,673,726,671,712,5.95,"492,948",349254823.00
6556,8/25/20,624,679,623,672,7.69,"443,243",287405902.00
6557,8/24/20,596,624,596,624,4.7,"351,252",216040975.00
6558,8/23/20,583,599,581,596,2.23,"113,089",66811330.00
6559,8/20/20,579,585,575,583,0.69,"39,562",23017814.00
6560,8/19/20,585,587,578,579,-1.86,"117,221",68180359.00
6561,8/18/20,589,595,585,590,0.34,"108,326",63932746.00
6562,8/17/20,570,590,570,588,2.26,"112,845",65830289.00
6563,8/16/20,575,584,571,575,-0.86,"133,967",77110577.00
6564,8/13/20,588,588,580,580,-1.36,"123,499",71937184.00
6565,8/12/20,616,616,584,588,0.17,"102,692",60381444.00
6566,8/11/20,590,599,585,587,-0.68,"204,932",121607808.00
6567,8/10/20,572,597,566,591,3.32,"210,854",123153744.00
6568,8/9/20,575,580,563,572,-0.52,"156,684",89114880.00
6569,8/6/20,575,585,565,575,-0.17,"206,694",118115184.00
6570,8/5/20,588,590,576,576,-2.21,"234,516",136119904.00
6571,8/3/20,590,594,575,589,0.51,"171,630",100417640.00
6572,8/2/20,610,610,584,586,-2.17,"382,259",226517072.00
6573,7/30/20,595,615,576,599,2.57,"382,720",229155056.00
6574,7/29/20,567,588,557,584,3.18,"272,601",157100112.00
6575,7/28/20,562,569,555,566,0.71,"183,834",103576160.00
6576,7/27/20,559,575,553,562,2.37,"264,209",148861184.00
6577,7/26/20,520,552,520,549,0.73,"373,050",199452912.00
6578,7/23/20,535,547,520,545,1.87,"212,889",113239680.00
6579,7/22/20,560,561,528,535,-3.95,"301,663",162376272.00
6580,7/21/20,565,567,550,557,-1.42,"223,552",124291832.00
6581,7/20/20,598,618,537,565,-0.88,"309,752",176382800.00
6582,7/19/20,547,573,547,570,9.4,"44,436",25371292.00
6583,7/16/20,529,529,503,521,3.37,"182,560",94172560.00
6584,7/15/20,500,510,500,504,0.8,"193,037",97362528.00
6585,7/14/20,505,510,497,500,-1.57,"221,004",111012240.00
6586,7/13/20,512,517,501,508,-0.2,"202,660",102812352.00
6587,7/12/20,504,535,501,509,0.99,"279,522",143448464.00
6588,7/9/20,515,516,486,504,-0.79,"302,571",151845824.00
6589,7/8/20,508,532,480,508,4.96,"501,457",255799680.00
6590,7/7/20,462,484,453,484,10,"189,080",91267080.00
6591,7/6/20,400,440,400,440,10,"337,293",145331376.00
6592,7/5/20,380,415,370,400,4.44,"384,082",151241984.00
6593,7/2/20,396,415,368,383,1.32,"152,449",60682124.00
6594,7/1/20,327,378,315,378,9.88,"41,011",14761825.00
6595,6/30/20,363,363,344,344,-9.95,"20,380",7016590.00
6596,6/29/20,424,432,382,382,-9.91,"9,779",3761368.00
6597,11/22/20,1150,1201,1108,1138,2.52,"504,782",580058318.00
6598,11/19/20,1037,1118,1037,1110,7.04,"377,799",410845310.00
6599,11/18/20,983,1044,961,1037,5.49,"337,844",336259920.00
6600,11/12/20,964,991,960,983,1.97,"337,190",329605240.00
6601,11/11/20,961,977,951,964,0.31,"156,439",151071432.00
6602,11/10/20,1000,1000,951,961,-0.83,"292,752",285332151.00
6603,11/9/20,904,973,900,969,8.39,"583,920",550181485.00
6604,11/8/20,858,905,858,894,4.2,"291,323",259202482.00
6605,11/5/20,859,865,856,858,-0.35,"81,104",69705953.00
6606,11/4/20,862,863,858,861,-0.23,"38,848",33451817.00
6607,11/3/20,862,869,857,863,0.23,"47,681",41209073.00
